app_id,app_start_time,app_submission_time,applicant_name,app_email,app_onphone,app_ssn,app_mailing,renter,unit_type,requested_amount,origin_ip,classification,AI_prediction,geoLocation
1130069,2022-05-29 14:55:51,2022-05-29 15:5:08,"Crawford, Catherine",c.crawford@randatmail.com,(142)-069-2051,268-71-3298,"728 Ervin Walk, Suite 455, 77671, O'Konchester, North Carolina, United States",1,Multi-Family,49000,97.205.134.179,Not_Fraud,0.7,United States
1130472,2022-01-04 15:11:43,2022-01-04 15:34:02,"Crawford, Catherine",c.crawford@randatmail.com,(142)-069-2051,268-71-3298,"26033 Alysson Passage, Suite 679, 96262-6363, New Desiree, Rhode Island, United States",2,Multi-Family,59000,33.111.222.178,Fraud,0.7,United States
1130875,2022-02-03 7:53:44,2022-02-03 8:4:57,"Crawford, Catherine",c.crawford@randatmail.com,(142)-069-2051,268-71-3298,"545 Reva Gateway, Apt. 559, 90166-9902, Carrollstad, California, United States",2,Multi-Family,2000,65.84.202.102,Not_Fraud,0.7,United States
1131278,2022-04-03 2:26:03,2022-04-03 2:28:50,"Crawford, Catherine",c.crawford@randatmail.com,(142)-069-2051,268-71-3298,"5124 Kilback Brooks, Apt. 024, 89590-6941, Gutkowskitown, Kansas, United States",3,Multi-Family,47000,22.60.21.105,,0.7,United States
1131681,2022-01-26 17:19:26,2022-01-26 17:36:04,"Crawford, Catherine",c.crawford@randatmail.com,(142)-069-2051,268-71-3298,"5118 Brendon Park, Suite 399, 09641-1882, West Rossie, Kansas, United States",3,Multi-Family,13000,30.218.198.129,,0.7,United States
1132084,2022-06-05 14:38:46,2022-06-05 14:48:38,"Crawford, Julian",j.crawford@randatmail.com,(440)-857-6230,752-12-1585,"5245 Jacobi Way, Suite 468, 39324-0702, Lake Johnpaulmouth, West Virginia, United States",1,Single-Family,35000,148.170.127.183,Not_Fraud,0.7,United States
1132487,2022-02-15 1:16:41,2022-02-15 1:36:31,"Crawford, Julian",j.crawford@randatmail.com,(440)-857-6230,752-12-1585,"6018 Tomas Lodge, Apt. 557, 01574, Dorthyburgh, Delaware, United States",1,Single-Family,41000,56.205.215.133,Not_Fraud,0.7,United States
1132890,2022-02-01 15:39:31,2022-02-01 15:48:30,"Crawford, Julian",j.crawford@randatmail.com,(440)-857-6230,752-12-1585,"826 Smith Ridges, Suite 154, 28068, Jacobishire, Mississippi, United States",2,Single-Family,42000,124.78.68.167,Not_Fraud,0.7,China
113300,2022-05-20 16:34:44,2022-05-20 16:49:11,"Adams, Evelyn",e.adams@randatmail.com,(119)-870-7121,543-41-7231,"812 Gust Oval, Apt. 475, 36652-9436, Lake Juana, Wisconsin, United States",2,Multi-Family,40000,72.118.188.208,Not_Fraud,0.7,United States
1133293,2022-05-25 11:16:29,2022-05-25 11:30:10,"Crawford, Julian",j.crawford@randatmail.com,(440)-857-6230,752-12-1585,"43964 Augusta Meadows, Apt. 135, 75460, Conniechester, Washington, United States",2,Single-Family,28000,188.35.17.35,Not_Fraud,0.7,Russia
1133696,2022-03-09 10:21:42,2022-03-09 10:33:48,"Crawford, Julian",j.crawford@randatmail.com,(440)-857-6230,752-12-1585,"851 Kip Village, Apt. 507, 66936-6634, Fionaberg, Connecticut, United States",3,Single-Family,3000,45.37.88.175,Not_Fraud,0.7,United States
1134099,2022-05-07 2:46:49,2022-05-07 3:8:01,"Crawford, Julian",j.crawford@randatmail.com,(440)-857-6230,752-12-1585,"2570 Wilkinson Forks, Suite 485, 18108-4032, Vernieborough, Texas, United States",3,Single-Family,39000,38.249.236.179,Not_Fraud,0.7,United States
1134502,2022-01-13 18:55:24,2022-01-13 19:0:00,"Crawford, Julian",j.crawford@randatmail.com,(440)-857-6230,752-12-1585,"6503 Jayme Lane, Suite 725, 63402, Port Melyna, Colorado, United States",1,Multi-Family,44000,182.70.140.153,Not_Fraud,0.7,India
1134905,2022-05-02 5:42:37,2022-05-02 6:0:00,"Crawford, Julian",j.crawford@randatmail.com,(440)-857-6230,752-12-1585,"42417 Caterina Skyway, Suite 498, 56014-4123, Hellerport, New Hampshire, United States",1,Multi-Family,7000,169.9.73.70,Not_Fraud,0.7,United States
1135308,2022-04-20 15:8:31,2022-04-20 15:17:17,"Crawford, Julian",j.crawford@randatmail.com,(440)-857-6230,752-12-1585,"470 Koch Locks, Suite 298, 12197, Everardoport, Alaska, United States",2,Multi-Family,16000,108.240.35.32,Not_Fraud,0.7,United States
1135711,2022-05-18 12:35:29,2022-05-18 12:45:04,"Crawford, Julian",j.crawford@randatmail.com,(440)-857-6230,752-12-1585,"54856 Francisco Port, Suite 278, 59651, Jenkinsfurt, Oklahoma, United States",2,Multi-Family,10000,92.176.222.84,Not_Fraud,0.7,Spain
1136114,2022-04-19 18:42:14,2022-04-19 19:4:21,"Crawford, Julian",j.crawford@randatmail.com,(440)-857-6230,752-12-1585,"867 Skiles Trail, Apt. 113, 15341, Ilianatown, Wyoming, United States",3,Multi-Family,31000,101.63.248.154,,0.7,Italy
1136517,2022-03-06 17:19:34,2022-03-06 17:20:25,"Crawford, Julian",j.crawford@randatmail.com,(440)-857-6230,752-12-1585,"8339 Amely Ports, Apt. 307, 04780, Raegantown, Pennsylvania, United States",3,Multi-Family,45000,24.237.148.170,Fraud,0.7,United States
1136920,2022-05-15 16:18:06,2022-05-15 16:28:43,"Crawford, Lucas",l.crawford@randatmail.com,(833)-338-7060,748-72-9755,"928 Reva Mission, Apt. 893, 21797, New Tanner, Michigan, United States",1,Single-Family,42000,122.209.252.14,,0.7,Japan
113703,2022-04-18 14:1:19,2022-04-18 14:4:58,"Adams, Evelyn",e.adams@randatmail.com,(119)-870-7121,543-41-7231,"301 Kitty Manors, Suite 908, 29879-4215, Lake Adalberto, New Hampshire, United States",3,Multi-Family,39000,170.134.32.198,,0.7,United States
1137323,2022-04-20 14:46:17,2022-04-20 15:0:22,"Crawford, Lucas",l.crawford@randatmail.com,(833)-338-7060,748-72-9755,"881 Roob Creek, Apt. 372, 86733-9501, Shieldshaven, New York, United States",1,Single-Family,10000,249.121.224.176,Not_Fraud,0.7,
1137726,2022-03-04 10:25:24,2022-03-04 10:46:19,"Crawford, Lucas",l.crawford@randatmail.com,(833)-338-7060,748-72-9755,"886 Goldner Streets, Suite 023, 65962-8726, New Gavinbury, Missouri, United States",2,Single-Family,32000,0.49.61.226,Not_Fraud,0.7,
1138129,2022-04-28 12:27:52,2022-04-28 12:28:02,"Crawford, Lucas",l.crawford@randatmail.com,(833)-338-7060,748-72-9755,"220 Daugherty Dam, Apt. 805, 60635-2951, Port Parkerborough, New York, United States",2,Single-Family,35000,75.205.20.223,,0.65,United States
1138532,2022-02-20 17:51:42,2022-02-20 18:8:53,"Crawford, Lucas",l.crawford@randatmail.com,(833)-338-7060,748-72-9755,"10286 Hobart Way, Suite 297, 38744, Gusikowskiberg, Florida, United States",3,Single-Family,20000,184.52.120.105,Not_Fraud,0.7,United States
1138935,2022-04-17 0:7:52,2022-04-17 0:26:44,"Crawford, Lucas",l.crawford@randatmail.com,(833)-338-7060,748-72-9755,"54482 Marquardt Views, Suite 107, 95026-8241, Kubhaven, Washington, United States",3,Single-Family,51000,240.107.71.99,,0.7,
1139338,2022-01-07 7:58:08,2022-01-07 8:12:48,"Crawford, Lucas",l.crawford@randatmail.com,(833)-338-7060,748-72-9755,"8230 Antonia Flats, Suite 735, 50241-7084, Gleasonborough, New York, United States",1,Multi-Family,17000,157.75.182.244,Not_Fraud,0.7,Japan
1139741,2022-01-07 13:20:30,2022-01-07 13:34:51,"Crawford, Lucas",l.crawford@randatmail.com,(833)-338-7060,748-72-9755,"1247 Olson Common, Suite 915, 94170, Nobleville, Maine, United States",1,Multi-Family,40000,21.250.9.132,Not_Fraud,0.7,United States
1140144,2022-06-14 5:50:59,2022-06-14 6:8:43,"Crawford, Lucas",l.crawford@randatmail.com,(833)-338-7060,748-72-9755,"422 Jazmin Plain, Apt. 025, 19968, West Miamouth, New York, United States",2,Multi-Family,26000,232.80.157.148,,0.7,
1140547,2022-03-20 8:19:59,2022-03-20 8:25:44,"Crawford, Lucas",l.crawford@randatmail.com,(833)-338-7060,748-72-9755,"627 Mosciski Lane, Suite 149, 37799-8393, Adamsbury, Maryland, United States",2,Multi-Family,40000,25.252.90.224,Not_Fraud,0.7,United Kingdom
1140950,2022-03-14 22:14:21,2022-03-14 22:21:28,"Crawford, Lucas",l.crawford@randatmail.com,(833)-338-7060,748-72-9755,"633 Vanessa Walk, Suite 760, 77083, Felicitybury, Oregon, United States",3,Multi-Family,40000,184.151.134.57,Not_Fraud,0.7,Canada
114106,2022-01-15 10:48:37,2022-01-15 10:54:04,"Adams, Evelyn",e.adams@randatmail.com,(119)-870-7121,543-41-7231,"3696 Randy Bypass, Apt. 730, 39503-7703, Travonfurt, Ohio, United States",3,Multi-Family,47000,11.60.144.62,Not_Fraud,0.7,United States
1141353,2022-02-03 7:16:02,2022-02-03 7:26:59,"Crawford, Lucas",l.crawford@randatmail.com,(833)-338-7060,748-72-9755,"19125 Graham Curve, Apt. 357, 71581, Trompmouth, New Hampshire, United States",3,Multi-Family,10000,3.128.158.101,Not_Fraud,0.7,United States
1141756,2022-03-18 10:49:07,2022-03-18 11:1:24,"Crawford, Sawyer",s.crawford@randatmail.com,(056)-165-0560,785-84-4714,"479 Cormier Ports, Apt. 163, 14295, Davistown, Kentucky, United States",1,Single-Family,58000,132.160.34.107,Fraud,0.7,United States
1142159,2022-02-13 17:42:07,2022-02-13 17:52:44,"Crawford, Sawyer",s.crawford@randatmail.com,(056)-165-0560,785-84-4714,"15915 Consuelo Forest, Suite 306, 19619-2568, Titomouth, Delaware, United States",1,Single-Family,44000,202.234.97.200,Not_Fraud,0.7,Japan
1142562,2022-02-07 0:34:16,2022-02-07 0:50:08,"Crawford, Sawyer",s.crawford@randatmail.com,(056)-165-0560,785-84-4714,"25789 Dorothea Lake, Apt. 599, 18378-8793, North Adalberto, Kansas, United States",2,Single-Family,53000,221.187.58.36,Fraud,0.7,Japan
1142965,2022-01-08 2:11:50,2022-01-08 2:12:18,"Crawford, Sawyer",s.crawford@randatmail.com,(056)-165-0560,785-84-4714,"6135 Cole Valley, Apt. 008, 96082, Wilfredshire, Pennsylvania, United States",2,Single-Family,24000,227.251.132.7,Fraud,0.65,
1143368,2022-01-29 7:23:28,2022-01-29 7:25:04,"Crawford, Sawyer",s.crawford@randatmail.com,(056)-165-0560,785-84-4714,"3357 Bernhard Mountains, Apt. 423, 14811, Ivyshire, North Dakota, United States",3,Single-Family,29000,12.65.16.134,,0.7,United States
1143771,2022-05-17 22:40:49,2022-05-17 22:54:11,"Crawford, Sawyer",s.crawford@randatmail.com,(056)-165-0560,785-84-4714,"75797 Welch Street, Apt. 220, 25793, Ressiemouth, Washington, United States",3,Single-Family,25000,146.144.60.98,Not_Fraud,0.7,Australia
1144174,2022-05-08 7:44:04,2022-05-08 7:48:10,"Crawford, Sawyer",s.crawford@randatmail.com,(056)-165-0560,785-84-4714,"7052 Nakia Fort, Suite 321, 68292-5655, Florineport, Wisconsin, United States",1,Multi-Family,24000,236.79.241.183,,0.7,
1144577,2022-02-26 5:10:43,2022-02-26 5:15:47,"Crawford, Sawyer",s.crawford@randatmail.com,(056)-165-0560,785-84-4714,"3522 Melba Throughway, Apt. 511, 71700, Schowalterside, Idaho, United States",1,Multi-Family,39000,159.62.240.80,Not_Fraud,0.7,United States
1144980,2022-05-11 17:50:46,2022-05-11 17:59:45,"Crawford, Sawyer",s.crawford@randatmail.com,(056)-165-0560,785-84-4714,"1525 Ramiro Tunnel, Apt. 258, 11880-3977, West Janicechester, Oregon, United States",2,Multi-Family,7000,197.205.100.216,Not_Fraud,0.7,Algeria
114509,2022-01-26 7:9:50,2022-01-26 7:18:33,"Adams, Lucy",l.adams@randatmail.com,(305)-052-9880,877-11-3204,"8465 Elmira Prairie, Apt. 874, 88203-5110, West Arielle, Idaho, United States",1,Single-Family,38000,133.177.181.12,Not_Fraud,0.7,Japan
1145383,2022-03-21 20:21:40,2022-03-21 20:42:39,"Crawford, Sawyer",s.crawford@randatmail.com,(056)-165-0560,785-84-4714,"600 Jocelyn Turnpike, Suite 422, 24949-8102, Jonathonport, North Dakota, United States",2,Multi-Family,14000,225.97.59.255,,0.7,
1145786,2022-04-10 22:18:43,2022-04-10 22:23:53,"Crawford, Sawyer",s.crawford@randatmail.com,(056)-165-0560,785-84-4714,"4349 Chris Fields, Apt. 931, 99216, West Octavia, Georgia, United States",3,Multi-Family,51000,56.36.58.227,Fraud,0.7,United States
1146189,2022-01-20 16:26:27,2022-01-20 16:33:50,"Crawford, Sawyer",s.crawford@randatmail.com,(056)-165-0560,785-84-4714,"9719 Barrows Locks, Suite 764, 15475-0527, South Margaretville, North Carolina, United States",3,Multi-Family,16000,216.155.2.208,,0.7,United States
1146592,2022-05-08 7:42:21,2022-05-08 7:52:06,"Crawford, Victoria",v.crawford@randatmail.com,(768)-859-3260,638-58-6141,"5894 Wunsch Extension, Apt. 517, 88494-6991, Port Haley, Arkansas, United States",1,Single-Family,39000,188.241.119.116,Not_Fraud,0.7,Romania
1146995,2022-05-05 18:8:01,2022-05-05 18:16:10,"Crawford, Victoria",v.crawford@randatmail.com,(768)-859-3260,638-58-6141,"6781 Leonor Ville, Suite 116, 54894, Lake Jaydon, Wisconsin, United States",1,Single-Family,1000,75.21.63.156,Not_Fraud,0.7,United States
1147398,2022-01-23 19:57:26,2022-01-23 20:13:52,"Crawford, Victoria",v.crawford@randatmail.com,(768)-859-3260,638-58-6141,"3601 Gus Canyon, Suite 692, 42345-9348, Casperchester, Idaho, United States",2,Single-Family,19000,237.113.30.214,Not_Fraud,0.7,
1147801,2022-04-03 8:59:45,2022-04-03 9:0:13,"Crawford, Victoria",v.crawford@randatmail.com,(768)-859-3260,638-58-6141,"3704 Alana Rapid, Suite 375, 03907, Jermainehaven, New York, United States",2,Single-Family,3000,46.251.130.241,,0.65,Saudi Arabia
1148204,2022-01-05 3:14:36,2022-01-05 3:29:25,"Crawford, Victoria",v.crawford@randatmail.com,(768)-859-3260,638-58-6141,"9370 Windler Shoal, Suite 280, 88255, East Madeline, Indiana, United States",3,Single-Family,35000,48.201.174.59,Not_Fraud,0.7,United States
1148607,2022-04-29 23:27:11,2022-04-29 23:34:46,"Crawford, Victoria",v.crawford@randatmail.com,(768)-859-3260,638-58-6141,"658 Mante Center, Apt. 603, 33688-6187, Beerburgh, South Carolina, United States",3,Single-Family,47000,120.20.205.162,Not_Fraud,0.7,Australia
1149010,2022-06-02 22:16:38,2022-06-02 22:28:35,"Crawford, Victoria",v.crawford@randatmail.com,(768)-859-3260,638-58-6141,"865 Wehner Avenue, Apt. 142, 61874, New Russ, West Virginia, United States",1,Multi-Family,32000,139.154.203.160,,0.7,Japan
114912,2022-04-12 4:26:55,2022-04-12 4:27:08,"Adams, Lucy",l.adams@randatmail.com,(305)-052-9880,877-11-3204,"7524 Prosacco Plaza, Suite 005, 54833, Port Gage, Florida, United States",1,Single-Family,9000,98.166.199.148,Fraud,0.65,United States
1149413,2022-03-13 22:40:56,2022-03-13 22:43:02,"Crawford, Victoria",v.crawford@randatmail.com,(768)-859-3260,638-58-6141,"185 Marilie Estates, Suite 346, 76693, South Dariusport, Texas, United States",1,Multi-Family,24000,207.104.230.213,Not_Fraud,0.7,United States
1149816,2022-03-10 15:49:55,2022-03-10 16:11:37,"Crawford, Victoria",v.crawford@randatmail.com,(768)-859-3260,638-58-6141,"328 Kovacek Way, Suite 512, 00898-9366, Littleberg, Maryland, United States",2,Multi-Family,28000,141.223.52.191,,0.7,South Korea
1150219,2022-06-12 0:44:35,2022-06-12 0:58:52,"Crawford, Victoria",v.crawford@randatmail.com,(768)-859-3260,638-58-6141,"0105 O'Conner River, Apt. 244, 55363, Hicklebury, Minnesota, United States",2,Multi-Family,53000,35.91.64.154,Fraud,0.7,United States
1150622,2022-06-08 1:40:38,2022-06-08 1:41:58,"Crawford, Victoria",v.crawford@randatmail.com,(768)-859-3260,638-58-6141,"62603 Lea Extension, Apt. 069, 24986-4747, East Kaitlin, Virginia, United States",3,Multi-Family,48000,13.77.57.169,Not_Fraud,0.7,Australia
1151025,2022-01-01 10:54:14,2022-01-01 11:11:05,"Crawford, Victoria",v.crawford@randatmail.com,(768)-859-3260,638-58-6141,"129 Ed Manor, Apt. 508, 76077, South Alicechester, Alabama, United States",3,Multi-Family,9000,252.157.175.26,Not_Fraud,0.7,
1151428,2022-03-28 6:35:36,2022-03-28 6:38:42,"Crawford, Vivian",v.crawford@randatmail.com,(455)-805-2071,497-52-8403,"34512 Jada Corner, Apt. 783, 81633, Elsafurt, Wyoming, United States",1,Single-Family,14000,119.64.116.61,Not_Fraud,0.7,South Korea
1151831,2022-01-13 9:51:26,2022-01-13 9:58:09,"Crawford, Vivian",v.crawford@randatmail.com,(455)-805-2071,497-52-8403,"214 Cynthia Villages, Apt. 659, 17511, Port Mabel, Ohio, United States",1,Single-Family,34000,225.248.82.163,,0.7,
1152234,2022-06-16 23:44:51,2022-06-17 0:5:40,"Crawford, Vivian",v.crawford@randatmail.com,(455)-805-2071,497-52-8403,"438 Hilario Mountain, Suite 632, 48391, Port Coty, South Dakota, United States",2,Single-Family,49000,3.47.167.145,,0.7,United States
1152637,2022-01-15 14:15:54,2022-01-15 14:24:34,"Crawford, Vivian",v.crawford@randatmail.com,(455)-805-2071,497-52-8403,"8951 Oberbrunner Crest, Suite 282, 10512-4524, Blaiseside, Washington, United States",2,Single-Family,32000,29.63.160.123,Not_Fraud,0.7,United States
1153040,2022-04-09 20:54:06,2022-04-09 21:13:36,"Crawford, Vivian",v.crawford@randatmail.com,(455)-805-2071,497-52-8403,"31363 Dana Corner, Suite 060, 13915, Lake Richardfort, Indiana, United States",3,Single-Family,7000,144.153.177.66,Not_Fraud,0.7,United States
115315,2022-03-03 4:37:44,2022-03-03 5:0:06,"Adams, Lucy",l.adams@randatmail.com,(305)-052-9880,877-11-3204,"3526 Carleton Branch, Apt. 647, 13190, Lake Marilieville, Hawaii, United States",2,Single-Family,30000,109.255.252.143,,0.7,Ireland
1153443,2022-01-23 6:33:41,2022-01-23 6:43:44,"Crawford, Vivian",v.crawford@randatmail.com,(455)-805-2071,497-52-8403,"7865 Fritsch Meadow, Suite 245, 03769, Tristonport, Ohio, United States",3,Single-Family,42000,53.50.168.221,Not_Fraud,0.7,Germany
1153846,2022-01-27 10:12:13,2022-01-27 10:17:39,"Crawford, Vivian",v.crawford@randatmail.com,(455)-805-2071,497-52-8403,"77531 Reece Pine, Apt. 484, 73647-0212, Romagueraborough, Wisconsin, United States",1,Multi-Family,26000,18.221.27.95,,0.7,United States
1154249,2022-01-15 19:21:48,2022-01-15 19:32:38,"Crawford, Vivian",v.crawford@randatmail.com,(455)-805-2071,497-52-8403,"725 Bernita Crossing, Apt. 227, 05057, Isaiahshire, Oregon, United States",1,Multi-Family,59000,8.175.192.222,Fraud,0.7,Singapore
1154652,2022-06-18 13:36:17,2022-06-18 13:53:37,"Crawford, Vivian",v.crawford@randatmail.com,(455)-805-2071,497-52-8403,"1542 Cassin Bridge, Suite 863, 26580, Theresatown, Connecticut, United States",2,Multi-Family,14000,61.207.17.145,,0.7,Japan
1155055,2022-02-08 10:23:29,2022-02-08 10:29:56,"Crawford, Vivian",v.crawford@randatmail.com,(455)-805-2071,497-52-8403,"743 Karine Plain, Suite 403, 88318-4131, Carolstad, Utah, United States",2,Multi-Family,1000,13.113.137.214,Not_Fraud,0.7,Japan
1155458,2022-04-07 2:6:20,2022-04-07 2:27:55,"Crawford, Vivian",v.crawford@randatmail.com,(455)-805-2071,497-52-8403,"4306 Kuhn Fall, Suite 934, 33663-2257, Harrisberg, Idaho, United States",3,Multi-Family,24000,150.172.2.84,Not_Fraud,0.7,United States
1155861,2022-05-06 15:11:38,2022-05-06 15:20:50,"Crawford, Vivian",v.crawford@randatmail.com,(455)-805-2071,497-52-8403,"42355 Durward Ways, Apt. 937, 50084, Nyahburgh, Rhode Island, United States",3,Multi-Family,48000,240.144.155.29,,0.7,
1156264,2022-05-02 18:57:34,2022-05-02 19:8:07,"Cunningham, Amanda",a.cunningham@randatmail.com,(637)-373-5600,493-55-6281,"056 Rodriguez Mall, Apt. 539, 85826-2435, Carloshire, Idaho, United States",1,Single-Family,22000,58.184.6.165,Not_Fraud,0.7,South Korea
1156667,2022-03-24 21:40:41,2022-03-24 21:42:11,"Cunningham, Amanda",a.cunningham@randatmail.com,(637)-373-5600,493-55-6281,"7478 Vandervort Via, Suite 366, 66858, Lake Lennaland, Maine, United States",1,Single-Family,55000,71.9.53.102,,0.7,United States
1157070,2022-04-11 22:46:57,2022-04-11 22:49:55,"Cunningham, Amanda",a.cunningham@randatmail.com,(637)-373-5600,493-55-6281,"55826 Lula Lock, Apt. 439, 46415-8072, Brisamouth, Delaware, United States",2,Single-Family,50000,121.121.232.7,,0.7,Malaysia
115718,2022-01-01 16:26:07,2022-01-01 16:42:36,"Adams, Lucy",l.adams@randatmail.com,(305)-052-9880,877-11-3204,"2112 Stamm Radial, Apt. 253, 55920-6463, Dejonshire, Connecticut, United States",2,Single-Family,41000,233.76.188.33,Not_Fraud,0.7,
1157473,2022-06-10 19:34:03,2022-06-10 19:47:27,"Cunningham, Amanda",a.cunningham@randatmail.com,(637)-373-5600,493-55-6281,"5369 Lang Bridge, Apt. 340, 12172-6076, Rustyside, New York, United States",2,Single-Family,53000,1.186.12.156,,0.7,India
1157876,2022-05-10 1:2:02,2022-05-10 1:16:51,"Cunningham, Amanda",a.cunningham@randatmail.com,(637)-373-5600,493-55-6281,"2744 Pfannerstill Turnpike, Suite 793, 42575, South Pinkie, Florida, United States",3,Single-Family,37000,14.190.79.150,Not_Fraud,0.7,Vietnam
1158279,2022-04-19 5:43:13,2022-04-19 6:1:14,"Cunningham, Amanda",a.cunningham@randatmail.com,(637)-373-5600,493-55-6281,"6614 McClure Park, Suite 775, 17028-0388, North Ramiro, Nebraska, United States",3,Single-Family,47000,191.215.189.9,Not_Fraud,0.7,Brazil
1158682,2022-05-06 2:57:16,2022-05-06 2:59:25,"Cunningham, Amanda",a.cunningham@randatmail.com,(637)-373-5600,493-55-6281,"057 Vincenzo Streets, Suite 166, 85883, Alexandraborough, Maine, United States",1,Multi-Family,50000,205.160.133.170,Not_Fraud,0.7,United States
1159085,2022-06-02 22:38:50,2022-06-02 22:46:37,"Cunningham, Amanda",a.cunningham@randatmail.com,(637)-373-5600,493-55-6281,"5761 Wolf Ville, Apt. 462, 88058, Luisamouth, Hawaii, United States",1,Multi-Family,17000,61.152.117.115,,0.7,China
1159488,2022-03-23 23:44:36,2022-03-23 23:59:10,"Cunningham, Amanda",a.cunningham@randatmail.com,(637)-373-5600,493-55-6281,"6712 Bogan Causeway, Apt. 628, 06609, Braxtonhaven, Delaware, United States",2,Multi-Family,43000,114.46.97.146,Not_Fraud,0.7,Taiwan
1159891,2022-02-18 22:8:11,2022-02-18 22:22:44,"Cunningham, Amanda",a.cunningham@randatmail.com,(637)-373-5600,493-55-6281,"22773 Metz Shore, Apt. 717, 09350, Sauerchester, Colorado, United States",2,Multi-Family,29000,193.186.157.249,,0.7,Austria
1160294,2022-04-26 9:53:33,2022-04-26 10:4:33,"Cunningham, Amanda",a.cunningham@randatmail.com,(637)-373-5600,493-55-6281,"263 D'Amore Groves, Apt. 937, 83386-3167, Ulicesport, Hawaii, United States",3,Multi-Family,29000,252.169.42.43,Not_Fraud,0.7,
1160697,2022-04-10 10:52:17,2022-04-10 10:56:51,"Cunningham, Amanda",a.cunningham@randatmail.com,(637)-373-5600,493-55-6281,"12206 Frami Fork, Apt. 014, 95025, North Alexieside, Louisiana, United States",3,Multi-Family,37000,225.134.205.79,Not_Fraud,0.7,
1161100,2022-02-26 16:4:30,2022-02-26 16:16:37,"Cunningham, Brooke",b.cunningham@randatmail.com,(187)-191-5440,300-72-9129,"3935 Brekke Divide, Apt. 127, 60992-7634, Gradybury, Wisconsin, United States",1,Single-Family,11000,100.202.153.67,Not_Fraud,0.7,United States
116121,2022-03-13 4:55:57,2022-03-13 5:3:59,"Adams, Lucy",l.adams@randatmail.com,(305)-052-9880,877-11-3204,"5128 Walsh Squares, Apt. 297, 84233, Bashirianhaven, Connecticut, United States",3,Single-Family,59000,77.11.16.91,Fraud,0.7,Germany
1161503,2022-01-15 2:15:26,2022-01-15 2:26:16,"Cunningham, Brooke",b.cunningham@randatmail.com,(187)-191-5440,300-72-9129,"240 Walker Well, Suite 867, 59197-0227, Schoenmouth, Rhode Island, United States",1,Single-Family,45000,134.39.57.196,Not_Fraud,0.7,United States
1161906,2022-01-29 12:40:55,2022-01-29 12:41:04,"Cunningham, Brooke",b.cunningham@randatmail.com,(187)-191-5440,300-72-9129,"26167 Pouros Trail, Suite 273, 43237, Nonamouth, Utah, United States",2,Single-Family,45000,66.160.16.217,,0.65,United States
1162309,2022-04-04 18:9:07,2022-04-04 18:30:23,"Cunningham, Brooke",b.cunningham@randatmail.com,(187)-191-5440,300-72-9129,"7884 Elisabeth Pass, Suite 314, 58506, North Kathlynberg, Louisiana, United States",2,Single-Family,1000,113.241.95.192,Not_Fraud,0.7,China
1162712,2022-05-23 4:8:11,2022-05-23 4:20:12,"Cunningham, Brooke",b.cunningham@randatmail.com,(187)-191-5440,300-72-9129,"3211 Elisha Estate, Apt. 066, 85821-4528, New Estella, Alabama, United States",3,Single-Family,53000,169.64.134.143,Fraud,0.7,United States
1163115,2022-05-09 2:47:51,2022-05-09 2:48:04,"Cunningham, Brooke",b.cunningham@randatmail.com,(187)-191-5440,300-72-9129,"2648 Clint Square, Suite 843, 44965-0201, South Eugeniaborough, Idaho, United States",3,Single-Family,26000,16.31.240.191,,0.65,United States
1163518,2022-05-06 19:47:35,2022-05-06 20:2:21,"Cunningham, Brooke",b.cunningham@randatmail.com,(187)-191-5440,300-72-9129,"571 Cecilia Parks, Apt. 567, 60551-8138, Alishastad, Rhode Island, United States",1,Multi-Family,60000,159.130.72.238,,0.7,Norway
1163921,2022-05-11 23:53:47,2022-05-11 23:59:44,"Cunningham, Brooke",b.cunningham@randatmail.com,(187)-191-5440,300-72-9129,"84310 Bridgette Parkways, Suite 752, 41702, Hillsmouth, Arizona, United States",1,Multi-Family,48000,92.66.112.136,,0.7,Netherlands
1164324,2022-02-18 11:46:06,2022-02-18 12:5:05,"Cunningham, Brooke",b.cunningham@randatmail.com,(187)-191-5440,300-72-9129,"73720 Damion Prairie, Suite 591, 69963, South Danial, Arkansas, United States",2,Multi-Family,22000,2.212.134.51,Not_Fraud,0.7,Germany
1164727,2022-04-25 15:40:00,2022-04-25 15:57:24,"Cunningham, Brooke",b.cunningham@randatmail.com,(187)-191-5440,300-72-9129,"813 Greenholt Forks, Suite 278, 40651, Nikolausview, Kansas, United States",2,Multi-Family,21000,21.54.209.229,Not_Fraud,0.7,United States
1165130,2022-01-28 11:14:06,2022-01-28 11:16:04,"Cunningham, Brooke",b.cunningham@randatmail.com,(187)-191-5440,300-72-9129,"383 Adams Via, Apt. 851, 86983-4495, East Jessycaburgh, Michigan, United States",3,Multi-Family,1000,0.37.25.145,,0.7,
116524,2022-06-09 13:54:35,2022-06-09 14:9:12,"Adams, Lucy",l.adams@randatmail.com,(305)-052-9880,877-11-3204,"19238 Stephan Locks, Apt. 237, 11351-1635, Port Fridaton, Arkansas, United States",3,Single-Family,55000,253.169.79.92,Fraud,0.7,
1165533,2022-04-22 14:37:55,2022-04-22 14:47:07,"Cunningham, Brooke",b.cunningham@randatmail.com,(187)-191-5440,300-72-9129,"378 Larkin Expressway, Apt. 152, 61306, Elsebury, Nevada, United States",3,Multi-Family,47000,152.201.246.252,Not_Fraud,0.7,Colombia
